school_year,school_level_id,veracross_course_id,class_id,description,veracross_teacher_fk,begin_date,end_date,grading_period_group_id,grading_method_id,grade_conversion_scale_id,term_credit_hours,room_id,homeroom_class_internal_id,student_group,virtual_meeting_url,class_notes
2024,4,440,1642-S2,Theory of Knowledge - I - s2,101403,,,2,1,,,161,,,,
2024,4,441,1643-S4,Theory of Knowledge - II - s4,101343,,,2,1,,,154,,,,
2024,4,441,1643-S3,Theory of Knowledge - II - s3,101403,,,2,1,,,161,,,,
2024,4,358,1882-S1,Chemistry - PHL - s1,101427,,,2,1,,,165,,,,
2024,4,359,1883-S2,Chemistry - PSL - s2,101390,,,2,1,,,166,,,,
2024,4,353,1875-S1,Biology - HL - s1,101352,,,2,1,,,162,,,,
2024,4,415,3381-S7,CAS / Social & Environmental Experience - 11 - s7,101496,,,2,1,,,148,,,,
2024,4,416,3382-S3,CAS / Social & Environmental Experience - 12 - s3,101496,,,2,1,,,148,,,,
2024,4,416,3382-S5,CAS / Social & Environmental Experience - 12 - s5,101496,,,2,1,,,170,,,,
2024,4,416,3382-S4,CAS / Social & Environmental Experience - 12 - s4,101496,,,2,1,,,148,,,,
2024,4,416,3382-S6,CAS / Social & Environmental Experience - 12 - s6,101496,,,2,1,,,164,,,,
2024,4,416,3382-S2,CAS / Social & Environmental Experience - 12 - s2,101496,,,2,1,,,148,,,,
2024,4,416,3382-S7,CAS / Social & Environmental Experience - 12 - s7,101496,,,2,1,,,164,,,,
2024,4,416,3382-S1,CAS / Social & Environmental Experience - 12 - s1,101496,,,2,1,,,160,,,,
2024,4,415,3381-S3,CAS / Social & Environmental Experience - 11 - s3,101496,,,2,1,,,149,,,,
2024,4,415,3381-S1,CAS / Social & Environmental Experience - 11 - s1,101496,,,2,1,,,148,,,,
2024,4,201,2654-S2,World Religion - 10 - s2,101562,,,2,1,,,5,,,,
2024,4,201,2654-S1,World Religion - 10 - s1,101562,,,2,1,,,5,,,,
2024,4,384,3199-S1,Korean B - PSL - s1,101357,,,2,1,,,102,,,,
2024,4,383,3198-S1,Korean B - PHL - s1,101357,,,2,1,,,102,,,,
2024,4,354,1877-S1,Biology - PHL - s1,101352,,,2,1,,,162,,,,
2024,4,110,3077-S1,Design - 10 - s1,101447,,,2,1,,,9,,,,
2024,4,221,3321-S1,French - 10 Capable - s1,101930,,,2,1,,,11,,,,
2024,4,222,3322-S1,German - 10 Capable - s1,101481,,,2,1,,,16,,,,
2024,4,228,3328-S1,Hindi - 10 Capable - s1,101445,,,2,1,,,155,,,,
2024,4,230,3331-S1,Spanish - 10 Capable - s1,101480,,,2,1,,,153,,,,
2024,4,433,3140-S1,Business Management - HL - s1,101419,,,2,1,,,170,,,,
2024,4,428,3187-S3,Business Management - PSL - s3,101419,,,2,1,,,170,,,,
2024,4,428,3187-S2,Business Management - PSL - s2,101935,,,2,1,,,171,,,,
2024,4,428,3187-S1,Business Management - PSL - s1,101935,,,2,1,,,171,,,,
2024,4,432,3139-S1,Business Management - SL - s1,101935,,,2,1,,,171,,,,
2024,4,304,3231-S2,Mathematics Analysis & Approaches - PHL - s2,101430,,,2,1,,,146,,,,
2024,4,304,3231-S1,Mathematics Analysis & Approaches - PHL - s1,101430,,,2,1,,,146,,,,
2024,4,305,3232-S2,Mathematics Application and Interpretation - PHL - s2,101564,,,2,1,,,145,,,,
2024,4,305,3232-S1,Mathematics Application and Interpretation - PHL - s1,101564,,,2,1,,,145,,,,
2024,4,434,3141-S2,Economics - SL - s2,101286,,,2,1,,,160,,,,
2024,4,434,3141-S1,Economics - SL - s1,101286,,,2,1,,,160,,,,
2024,4,111,3395-S1,Design - 9 - s1,101447,,,2,1,,,9,,,,
2024,4,111,3395-S2,Design - 9 - s2,101447,,,2,1,,,9,,,,
2024,4,393,1916-S2,Spanish Ab Initio - SL - s2,101480,,,2,1,,,153,,,,
2024,4,440,1642-S7,Theory of Knowledge - I - s7,101944,,,2,1,,,167,,,,
2024,4,403,1041-S1,French Ab Initio - PSL - s1,101930,,,2,1,,,11,,,,
2024,4,433,3140-S2,Business Management - HL - s2,101935,,,2,1,,,171,,,,
2024,4,352,2806-S2,Environmental systems & societies SL - s2,101233,,,2,1,,,169,,,,
2024,4,352,2806-S1,Environmental systems & societies SL - s1,101233,,,2,1,,,169,,,,
2024,4,346,3443-G12-S2,Physical Education - 11-12 - s2,101238,,,2,1,,,91,,,,
2024,4,346,3443-G11-S2,Physical Education - 11-12 - s2,101238,,,2,1,,,91,,,,
2024,4,346,3443-G12-S6,Physical Education - 11-12 - s6,101238,,,2,1,,,91,,,,
2024,4,346,3443-G11-S6,Physical Education - 11-12 - s6,101238,,,2,1,,,91,,,,
2024,4,346,3443-G12-S4,Physical Education - 11-12 - s4,101238,,,2,1,,,91,,,,
2024,4,346,3443-G11-S4,Physical Education - 11-12 - s4,101238,,,2,1,,,91,,,,
2024,4,346,3443-G12-S3,Physical Education - 11-12 - s3,101238,,,2,1,,,91,,,,
2024,4,346,3443-G11-S3,Physical Education - 11-12 - s3,101238,,,2,1,,,91,,,,
2024,4,346,3443-S1,Physical Education - 11-12 - s1,101238,,,2,1,,,91,,,,
2024,4,346,3443-S5,Physical Education - 11-12 - s5,101468,,,2,1,,,39,,,,
2024,4,346,3443-G12-S8,Physical Education - 11-12 - s8,101468,,,2,1,,,39,,,,
2024,4,346,3443-G11-S8,Physical Education - 11-12 - s8,101468,,,2,1,,,39,,,,
2024,4,346,3443-G12-S7,Physical Education - 11-12 - s7,101468,,,2,1,,,39,,,,
2024,4,346,3443-G11-S7,Physical Education - 11-12 - s7,101468,,,2,1,,,39,,,,
2024,4,346,3443-G12-S9,Physical Education - 11-12 - s9,101468,,,2,1,,,39,,,,
2024,4,346,3443-G11-S9,Physical Education - 11-12 - s9,101468,,,2,1,,,39,,,,
2024,4,346,3443-G12-S10,Physical Education - 11-12 - s10,101238,,,2,1,,,91,,,,
2024,4,346,3443-G11-S10,Physical Education - 11-12 - s10,101238,,,2,1,,,91,,,,
2024,4,415,3381-S8,CAS / Social & Environmental Experience - 11 - s8,101496,,,2,1,,,149,,,,
2024,4,416,3382-S8,CAS / Social & Environmental Experience - 12 - s8,101496,,,2,1,,,149,,,,
2024,4,411,3431-S1,English B - PHL - s1,101287,,,2,1,,,15,,,,
2024,4,413,3433-S1,English B - PSL - s1,101287,,,2,1,,,15,,,,
2024,4,181,3248-G10-S1,Ensemble : Advanced Band 6-10 - s1,101315,,,2,1,,,24,,,,
2024,3,181,3248-G8-S1,Ensemble : Advanced Band 6-10 - s1,101315,,,2,1,,,24,,,,
2024,4,183,3252-G10-S1,Ensemble : Advanced Choir 9-10 - s1,101474,,,2,1,,,33,,,,
2024,4,183,3252-G9-S1,Ensemble : Advanced Choir 9-10 - s1,101474,,,2,1,,,33,,,,
2024,4,318,3253-G12-S1,Ensemble : Advanced Choir 11-12 - s1,101474,,,2,1,,,33,,,,
2024,4,318,3253-G11-S1,Ensemble : Advanced Choir 11-12 - s1,101474,,,2,1,,,33,,,,
2024,3,179,3245-G8-S1,Ensemble : Beginning Band 6-8 - s1,101315,,,2,1,,,24,,,,
2024,3,179,3245-G7-S1,Ensemble : Beginning Band 6-8 - s1,101315,,,2,1,,,24,,,,
2024,3,179,3245-G6-S1,Ensemble : Beginning Band 6-8 - s1,101315,,,2,1,,,24,,,,
2024,4,186,3258-G10-S1,Ensemble : High School Orchestra 6-10 - s1,101190,,,2,1,,,14,,,,
2024,4,186,3258-G9-S1,Ensemble : High School Orchestra 6-10 - s1,101190,,,2,1,,,14,,,,
2024,4,320,3259-G12-S1,Ensemble : High School Orchestra 11-12 - s1,101190,,,2,1,,,14,,,,
2024,4,320,3259-G11-S1,Ensemble : High School Orchestra 11-12 - s1,101190,,,2,1,,,14,,,,
2024,4,180,3246-G10-S1,Ensemble : Intermediate Band 6-10 - s1,101315,,,2,1,,,24,,,,
2024,4,180,3246-G9-S1,Ensemble : Intermediate Band 6-10 - s1,101315,,,2,1,,,24,,,,
2024,3,180,3246-G8-S1,Ensemble : Intermediate Band 6-10 - s1,101315,,,2,1,,,24,,,,
2024,3,180,3246-G7-S1,Ensemble : Intermediate Band 6-10 - s1,101315,,,2,1,,,24,,,,
2024,4,316,3247-G12-S1,Ensemble : Intermediate Band 11-12 - s1,101315,,,2,1,,,24,,,,
2024,4,316,3247-G11-S1,Ensemble : Intermediate Band 11-12 - s1,101315,,,2,1,,,24,,,,
2024,3,182,3251-G8-S1,Ensemble : Intermediate Choir 6-8 - s1,101474,,,2,1,,,33,,,,
2024,3,182,3251-G7-S1,Ensemble : Intermediate Choir 6-8 - s1,101474,,,2,1,,,33,,,,
2024,3,182,3251-G6-S1,Ensemble : Intermediate Choir 6-8 - s1,101474,,,2,1,,,33,,,,
2024,4,317,3249-G12-S1,Ensemble : Advanced Band 11-12 - s1,101315,,,2,1,,,24,,,,
2024,4,317,3249-G11-S1,Ensemble : Advanced Band 11-12 - s1,101315,,,2,1,,,24,,,,
2024,4,388,1907-S1,Hindi - HL - s1,101445,,,2,1,,,155,,,,
2024,2,21,2510-G2-S1,Art - 1/2 - s1,101195,,,2,1,,,74,,,,
2024,2,21,2510-G1-S1,Art - 1/2 - s1,101195,,,2,1,,,74,,,,
2024,2,20,2509-G4-S1,Art - 3/4 - s1,101332,,,2,1,,,86,,,,
2024,2,20,2509-G3-S1,Art - 3/4 - s1,101332,,,2,1,,,86,,,,
2024,2,29,2185-S1,Art - 5 - s1,101239,,,2,1,,,64,,,,
2024,2,46,3093-GKG-S1,Art - Pre/KG - s1,101416,,,2,1,,,75,,,,
2024,2,46,3093-GPK-S1,Art - Pre/KG - s1,101416,,,2,1,,,75,,,,
2024,2,23,2700-G4-S1,Computer 3/4 - s1,101332,,,2,1,,,88,,,,
2024,2,23,2700-G3-S1,Computer 3/4 - s1,101332,,,2,1,,,88,,,,
2024,2,16,2153-S1,Computer - 5 - s1,101239,,,2,1,,,88,,,,
2024,2,7,3110-GKG-S1,Computer - Pre/KG - s1,101416,,,2,1,,,88,,,,
2024,2,7,3110-GPK-S1,Computer - Pre/KG - s1,101416,,,2,1,,,88,,,,
2024,4,312,3291-S1,Mathematics Application & Interpretation - HL - s1,101430,,,2,1,,,146,,,,
2024,4,306,3233-S1,Mathematics Analysis & Approaches - PSL - s1,101946,,,2,1,,,172,,,,
2024,4,307,3234-S1,Mathematics Application & Interpretation - PSL - s1,101479,,,2,1,,,150,,,,
2024,4,307,3234-S2,Mathematics Application & Interpretation - PSL - s2,101479,,,2,1,,,150,,,,
2024,4,441,1643-S5,Theory of Knowledge - II - s5,101356,,,2,1,,,160,,,,
2024,4,131,3414-S1,Performing Arts Drama - 9 - s1,101586,,,2,1,,,,,,,
2024,4,309,3288-S2,Mathematics Analysis & Approaches - HL - s2,101946,,,2,1,,,172,,,,
2024,4,440,1642-S6,Theory of Knowledge - I - s6,101535,,,2,1,,,164,,,,
2024,4,150,3316-S3,Math - 9 Extended - s3,101479,,,2,1,,,150,,,,
2024,4,117,3071-S4,Language and Literature - 9 - s4,101478,,,2,1,,,18,,,,
2024,4,117,3071-S3,Language and Literature - 9 - s3,101442,,,2,1,,,17,,,,
2024,4,117,3071-S1,Language and Literature - 9 - s1,101442,,,2,1,,,17,,,,
2024,4,265,3066-S2,Individuals and Societies - 9 - s2,101959,,,2,1,,,149,,,,
2024,4,265,3066-S3,Individuals and Societies - 9 - s3,101959,,,2,1,,,149,,,,
2024,4,265,3066-S1,Individuals and Societies - 9 - s1,101959,,,2,1,,,149,,,,
2024,4,212,3441-S2,Science 9 - Chemistry - s2,101390,,,2,1,,,166,,,,
2024,4,212,3441-S1,Science 9 - Chemistry - s1,101390,,,2,1,,,166,,,,
2024,4,267,2818-S1,Health - 10 - s1,101463,,,2,1,,,10,,,,
2024,4,267,2818-S2,Health - 10 - s2,101463,,,2,1,,,10,,,,
2024,4,266,3067-S2,Individuals and Societies - 10 - s2,101535,,,2,1,,,164,,,,
2024,4,266,3067-S3,Individuals and Societies - 10 - s3,101959,,,2,1,,,149,,,,
2024,4,266,3067-S4,Individuals and Societies - 10 - s4,101959,,,2,1,,,149,,,,
2024,4,266,3067-S1,Individuals and Societies - 10 - s1,101535,,,2,1,,,164,,,,
2024,4,151,3317-S2,Math - 10 Extended - s2,101564,,,2,1,,,145,,,,
2024,4,151,3317-S1,Math - 10 Extended - s1,101564,,,2,1,,,145,,,,
2024,4,208,3437-S2,Science 10 - Biology - s2,101352,,,2,1,,,162,,,,
2024,4,208,3437-S1,Science 10 - Biology - s1,101390,,,2,1,,,166,,,,
2024,4,209,3438-S2,Science 10 - Chemistry - s2,101427,,,2,1,,,165,,,,
2024,4,209,3438-S1,Science 10 - Chemistry - s1,101427,,,2,1,,,165,,,,
2024,4,210,3439-S2,Science 10 - Physics - s2,101477,,,2,1,,,168,,,,
2024,4,210,3439-S1,Science 10 - Physics - s1,101477,,,2,1,,,168,,,,
2024,4,145,1648-S1,Math - 10 - s1,101479,,,2,1,,,150,,,,
2024,4,145,1648-S2,Math - 10 - s2,101479,,,2,1,,,150,,,,
2024,4,145,1648-S3,Math - 10 - s3,101479,,,2,1,,,150,,,,
2024,4,259,3386-S4,Social & Environmental Experience - 9 - s4,101567,,,2,1,,,12,,,,
2024,4,259,3386-S5,Social & Environmental Experience - 9 - s5,101567,,,2,1,,,11,,,,
2024,4,259,3386-S1,Social & Environmental Experience - 9 - s1,101385,,,2,1,,,10,,,,
2024,4,260,3387-S1,Social & Environmental Experience -10 - s1,101567,,,2,1,,,5,,,,
2024,4,196,3340-S5,Physical and Health Education 9/10 - s5,101279,,,2,1,,,39,,,,
2024,4,196,3340-S8,Physical and Health Education 9/10 - s8,101279,,,2,1,,,39,,,,
2024,4,196,3340-S7,Physical and Health Education 9/10 - s7,101468,,,2,1,,,39,,,,
2024,4,196,3340-S6,Physical and Health Education 9/10 - s6,101468,,,2,1,,,39,,,,
2024,4,140,2579-S1,Visual Arts - 10 - s1,101523,,,2,1,,,4,,,,
2024,3,106,3073-S1,Design - 6 - s1,101094,,,2,1,,,88,,,,
2024,3,115,3069-S1,Language and Literature - 7 - s1,101494,,,2,1,,,85,,,,
2024,3,114,3068-S1,Language and Literature - 6 - s1,101494,,,2,1,,,85,,,,
2024,3,125,3352-S1,ESL - 7 Emergent - s1,101511,,,2,1,,,,,,,
2024,3,127,3354-S1,ESL - 8 Emergent - s1,101511,,,2,1,,,,,,,
2024,2,94,2950-S1,French - 5 - s1,101343,,,2,1,,,71,,,,
2024,2,100,2974-G4-S1,French - 3/4 - s1,101343,,,2,1,,,71,,,,
2024,2,100,2974-G3-S1,French - 3/4 - s1,101343,,,2,1,,,71,,,,
2024,3,242,3399-S1,French - 6 - s1,101343,,,2,1,,,71,,,,
2024,3,232,3362-S1,French - 7 Emergent - s1,101343,,,2,1,,,71,,,,
2024,3,244,3401-S1,French - 8 - s1,101343,,,2,1,,,71,,,,
2024,3,244,3401-S2,French - 8 - s2,101343,,,2,1,,,71,,,,
2024,3,268,2397-S1,Health - 6 - s1,101102,,,2,1,,,66,,,,
2024,2,98,2972-G4-S1,Hindi - 3/4 - s1,101464,,,2,1,,,65,,,,
2024,2,98,2972-G3-S1,Hindi - 3/4 - s1,101464,,,2,1,,,65,,,,
2024,2,95,2955-S1,Hindi - 5 - s1,101464,,,2,1,,,65,,,,
2024,3,447,3448-S1,Hindi - 7 Emergent - s1,101464,,,2,1,,,65,,,,
2024,3,247,3404-S1,Hindi - 6 - s1,101464,,,2,1,,,65,,,,
2024,3,235,3365-S1,Hindi - 8 Capable - s1,101464,,,2,1,,,65,,,,
2024,3,236,3366-S1,Hindi - 8 Emergent - s1,101464,,,2,1,,,65,,,,
2024,3,261,3407-S1,Individuals and Societies - 6 - s1,101402,,,2,1,,,69,,,,
2024,3,262,3408-S1,Individuals and Societies - 7 - s1,101402,,,2,1,,,69,,,,
2024,3,262,3408-S2,Individuals and Societies - 7 - s2,101402,,,2,1,,,69,,,,
2024,3,120,3411-S1,Intensive English 1-7 - s1,101511,,,2,1,,,,,,,
2024,2,60,2159-G2-S1,Library - 1-2 - s1,101931,,,2,1,,,,,,,
2024,2,60,2159-G1-S1,Library - 1-2 - s1,101931,,,2,1,,,,,,,
2024,2,17,2489-G4-S1,Library - 3/4 - s1,101931,,,2,1,,,,,,,
2024,2,17,2489-G3-S1,Library - 3/4 - s1,101931,,,2,1,,,,,,,
2024,2,49,3103-GKG-S1,Library - Pre/KG - s1,101931,,,2,1,,,,,,,
2024,2,49,3103-GPK-S1,Library - Pre/KG - s1,101931,,,2,1,,,,,,,
